21
  -0.0023399735    0.015109238   -0.027331411      0.2941023  0 0 0 0 0
     0.52645922     0.14988183     -0.2723771     0.07478357  1 0 0 0 0
   0.0065104967      0.3709808    -0.67658112    -0.60286403  2 0 0 0 0
   0.0018963363    0.088318529     0.78330346     0.11253975  0 1 0 0 0
   0.0087115222     0.28692542    -0.71091522     0.58089714  1 1 0 0 0
   0.0071650568   -0.013479714     0.08741709     0.15567453  0 2 0 0 0
    -0.41462549    -0.42388853     0.76590971   0.0040847318  0 0 1 0 0
    -0.17605705     -2.1042098      3.8150433      2.9139543  1 0 1 0 0
   -0.021797217     -1.3232674      3.1921555     -1.5882112  0 1 1 0 0
     0.25139511       2.982271     -5.3748764     -3.4971735  0 0 2 0 0
  -0.0017481001     0.64590809     -1.8710832    -0.38319288  0 0 0 1 0
   -0.032169232     -1.0586556      2.2743557     -1.7668259  1 0 0 1 0
  -0.0051250739    -0.16766129    0.034086571   -0.054698427  0 1 0 1 0
    0.072193233      4.3064981     -9.6447674      4.8951522  0 0 1 1 0
    0.041399153       0.512273    -0.64909614     0.02066852  0 0 0 2 0
    -0.55026914     0.15458845    -0.44502715  -0.0085892838  0 0 0 0 1
    -0.14898488     -1.0635359      1.6586957      1.0789112  1 0 0 0 1
     -0.1452705   -0.039156188   -0.087998471    -0.29255214  0 1 0 0 1
     0.42329522      2.6415749     -3.8303551     -2.8335405  0 0 1 0 1
     0.32063216     0.89331415      -1.336202     0.18283264  0 0 0 1 1
    -0.15391043      1.2878076     -4.5094245      5.3426858  0 0 0 0 2
